5,8,5,8,1,1,6,1,1,1,1,6,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,5,6,1,1,6,0,2,1,2,2,1,1,1,1,2,1,2,2,2,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,5,7,5,1,1,6,6,0,1,1,2,1,2,0,2,2,2,2,6,2,1,6,2,1,2,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,,,,,,,,,,,,
5,7,5,5,5,1,1,6,0,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,6,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,,,,,,
5,7,5,5,5,1,1,2,1,6,6,1,6,1,6,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
5,7,5,5,5,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
7,5,5,5,2,0,2,2,2,2,2,0,1,2,2,0,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,6,1,6,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
5,5,5,5,6,2,0,1,1,1,2,2,2,6,6,6,2,2,2,2,0,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
5,5,5,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
7,5,5,8,5,2,2,1,2,0,2,2,1,2,0,2,2,1,2,2,2,2,2,0,2,2,2,2,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,,,,,,,,,,
5,7,5,8,5,5,6,6,2,2,2,2,0,1,1,6,2,0,1,1,2,1,1,2,2,1,2,2,2,2,2,1,6,1,6,1,6,2,1,2,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
5,5,5,5,2,2,2,2,1,1,1,1,1,1,6,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
5,7,5,5,5,1,1,6,1,2,0,1,1,2,2,2,2,2,2,2,0,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
5,7,5,5,2,1,1,6,6,2,2,2,0,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
7,5,5,5,7,2,1,1,2,0,2,1,1,6,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,6,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
5,5,5,6,2,2,6,6,1,1,1,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,5,9,5,1,1,1,2,1,1,1,6,1,1,1,6,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
7,5,5,5,7,6,6,6,1,1,6,1,1,1,6,1,6,1,1,1,1,1,2,2,2,2,2,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
5,5,5,5,6,6,1,1,1,6,1,1,2,2,2,2,2,2,2,2,6,6,0,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
5,7,5,5,7,2,1,2,1,1,1,6,1,1,1,1,6,1,0,1,2,2,0,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
5,5,7,5,5,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,2,2,2,0,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
